case_id	terminal	lifecycle	trust_resume_metadata	surface	boss_bridge	executable_health	expected_recovery	expected_recovery_prompt	expected_readiness	optimal_operator_outcome	optimal_boss_outcome
WB-1753	codex	needs_recovery	untrusted_auto	archived_session	registered	available	noAction	false	attention	Operator can keep working with OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume requested. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-1754	codex	needs_recovery	untrusted_auto	archived_session	registered	missing	noAction	false	attention	Operator can keep working with OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume requested. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-1755	codex	needs_recovery	untrusted_auto	archived_session	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1756	codex	needs_recovery	untrusted_auto	archived_session	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1757	codex	needs_recovery	untrusted_auto	archived_session	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1758	codex	needs_recovery	untrusted_auto	archived_session	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1759	codex	needs_recovery	untrusted_auto	archived_session	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1760	codex	needs_recovery	untrusted_auto	archived_session	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1761	codex	needs_recovery	untrusted_no_auto	sidebar_dashboard	registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar visible with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1762	codex	needs_recovery	untrusted_no_auto	sidebar_dashboard	registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar visible with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1763	codex	needs_recovery	untrusted_no_auto	sidebar_dashboard	not_registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar visible with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1764	codex	needs_recovery	untrusted_no_auto	sidebar_dashboard	not_registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar visible with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1765	codex	needs_recovery	untrusted_no_auto	sidebar_dashboard	needs_update	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar visible with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1766	codex	needs_recovery	untrusted_no_auto	sidebar_dashboard	needs_update	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar visible with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1767	codex	needs_recovery	untrusted_no_auto	sidebar_dashboard	agent_missing	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar visible with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1768	codex	needs_recovery	untrusted_no_auto	sidebar_dashboard	agent_missing	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar visible with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1769	codex	needs_recovery	untrusted_no_auto	sidebar_hidden_dashboard	registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1770	codex	needs_recovery	untrusted_no_auto	sidebar_hidden_dashboard	registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1771	codex	needs_recovery	untrusted_no_auto	sidebar_hidden_dashboard	not_registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1772	codex	needs_recovery	untrusted_no_auto	sidebar_hidden_dashboard	not_registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1773	codex	needs_recovery	untrusted_no_auto	sidebar_hidden_dashboard	needs_update	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1774	codex	needs_recovery	untrusted_no_auto	sidebar_hidden_dashboard	needs_update	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1775	codex	needs_recovery	untrusted_no_auto	sidebar_hidden_dashboard	agent_missing	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1776	codex	needs_recovery	untrusted_no_auto	sidebar_hidden_dashboard	agent_missing	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1777	codex	needs_recovery	untrusted_no_auto	boss_pane_collapsed	registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1778	codex	needs_recovery	untrusted_no_auto	boss_pane_collapsed	registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1779	codex	needs_recovery	untrusted_no_auto	boss_pane_collapsed	not_registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1780	codex	needs_recovery	untrusted_no_auto	boss_pane_collapsed	not_registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1781	codex	needs_recovery	untrusted_no_auto	boss_pane_collapsed	needs_update	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1782	codex	needs_recovery	untrusted_no_auto	boss_pane_collapsed	needs_update	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1783	codex	needs_recovery	untrusted_no_auto	boss_pane_collapsed	agent_missing	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1784	codex	needs_recovery	untrusted_no_auto	boss_pane_collapsed	agent_missing	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1785	codex	needs_recovery	untrusted_no_auto	terminal_focus	registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on terminal focus mode; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1786	codex	needs_recovery	untrusted_no_auto	terminal_focus	registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on terminal focus mode; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1787	codex	needs_recovery	untrusted_no_auto	terminal_focus	not_registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on terminal focus mode; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1788	codex	needs_recovery	untrusted_no_auto	terminal_focus	not_registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on terminal focus mode; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1789	codex	needs_recovery	untrusted_no_auto	terminal_focus	needs_update	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on terminal focus mode; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1790	codex	needs_recovery	untrusted_no_auto	terminal_focus	needs_update	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on terminal focus mode; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1791	codex	needs_recovery	untrusted_no_auto	terminal_focus	agent_missing	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on terminal focus mode; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1792	codex	needs_recovery	untrusted_no_auto	terminal_focus	agent_missing	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on terminal focus mode; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent is untrusted; terminal agent auto-resume is disabled; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1793	codex	needs_recovery	untrusted_no_auto	archived_session	registered	available	noAction	false	attention	Operator can keep working with OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume disabled. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-1794	codex	needs_recovery	untrusted_no_auto	archived_session	registered	missing	noAction	false	attention	Operator can keep working with OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume disabled. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-1795	codex	needs_recovery	untrusted_no_auto	archived_session	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1796	codex	needs_recovery	untrusted_no_auto	archived_session	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1797	codex	needs_recovery	untrusted_no_auto	archived_session	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1798	codex	needs_recovery	untrusted_no_auto	archived_session	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1799	codex	needs_recovery	untrusted_no_auto	archived_session	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1800	codex	needs_recovery	untrusted_no_auto	archived_session	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as marked as needing restart recovery on archived session visible only as archive/history; posture is untrusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1801	codex	manual_action_needed	trusted_auto_session	sidebar_dashboard	registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1802	codex	manual_action_needed	trusted_auto_session	sidebar_dashboard	registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1803	codex	manual_action_needed	trusted_auto_session	sidebar_dashboard	not_registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1804	codex	manual_action_needed	trusted_auto_session	sidebar_dashboard	not_registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1805	codex	manual_action_needed	trusted_auto_session	sidebar_dashboard	needs_update	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1806	codex	manual_action_needed	trusted_auto_session	sidebar_dashboard	needs_update	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1807	codex	manual_action_needed	trusted_auto_session	sidebar_dashboard	agent_missing	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1808	codex	manual_action_needed	trusted_auto_session	sidebar_dashboard	agent_missing	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1809	codex	manual_action_needed	trusted_auto_session	sidebar_hidden_dashboard	registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1810	codex	manual_action_needed	trusted_auto_session	sidebar_hidden_dashboard	registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1811	codex	manual_action_needed	trusted_auto_session	sidebar_hidden_dashboard	not_registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1812	codex	manual_action_needed	trusted_auto_session	sidebar_hidden_dashboard	not_registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1813	codex	manual_action_needed	trusted_auto_session	sidebar_hidden_dashboard	needs_update	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1814	codex	manual_action_needed	trusted_auto_session	sidebar_hidden_dashboard	needs_update	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1815	codex	manual_action_needed	trusted_auto_session	sidebar_hidden_dashboard	agent_missing	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
